provider,model,size_gb,ctx,prompt_tokens,gen_tokens,total_tokens,gen_tps,elapsed_s,vram_delta_mib,nith_pass,error
unsloth,unsloth/Qwen3.6-27B-GGUF@UD-Q4_K_XL,,80000,79127,300,79427,2.7,112.4,23233,True,
unsloth,unsloth/Qwen3.6-27B-GGUF@UD-Q3_K_XL,,12000,11555,300,11855,7.5,40.2,15985,True,
unsloth,unsloth/Qwen3.6-27B-GGUF@UD-Q3_K_XL,,32000,31646,300,31946,6.2,48.7,17233,True,
unsloth,unsloth/Qwen3.6-27B-GGUF@UD-Q3_K_XL,,64000,63614,300,63914,3.3,90.3,19231,True,
unsloth,unsloth/Qwen3.6-27B-GGUF@UD-Q3_K_XL,,80000,79183,300,79483,2.6,114.3,20241,True,
unsloth,unsloth/gemma-4-26B-A4B-it-GGUF@UD-Q4_K_XL,,12000,11296,300,11596,8.8,34.2,18963,True,
unsloth,unsloth/gemma-4-26B-A4B-it-GGUF@UD-Q4_K_XL,,32000,30623,300,30923,12.7,23.5,19359,True,
unsloth,unsloth/gemma-4-26B-A4B-it-GGUF@UD-Q4_K_XL,,64000,61608,300,61908,7.9,38.1,19983,True,
unsloth,unsloth/gemma-4-26B-A4B-it-GGUF@UD-Q4_K_XL,,80000,77102,300,77402,6.4,47.2,20299,True,
unsloth,unsloth/gemma-4-26B-A4B-it-GGUF@UD-Q4_K_M,,12000,11345,300,11645,9.3,32.2,18751,True,
unsloth,unsloth/gemma-4-26B-A4B-it-GGUF@UD-Q4_K_M,,32000,30558,300,30858,13.0,23.0,19147,True,
unsloth,unsloth/gemma-4-26B-A4B-it-GGUF@UD-Q4_K_M,,64000,61831,300,62131,7.9,38.2,19771,True,
unsloth,unsloth/gemma-4-26B-A4B-it-GGUF@UD-Q4_K_M,,80000,76867,300,77167,6.4,47.1,20087,True,
unsloth,unsloth/gemma-4-31B-it-GGUF@UD-Q4_K_XL,,12000,11384,300,11684,5.9,50.6,22159,True,
unsloth,unsloth/gemma-4-31B-it-GGUF@UD-Q4_K_XL,,32000,30538,300,30838,5.3,56.6,23781,True,
unsloth,unsloth/gemma-4-31B-it-GGUF@UD-Q4_K_XL,,64000,0,0,0,0.0,135.6,24063,False,
unsloth,unsloth/gemma-4-31B-it-GGUF@UD-Q4_K_XL,,80000,,,,,,,,"Unsloth /api/inference/load failed (HTTP 500): '{""detail"":""Failed to load model: [Errno 104] Connection reset by peer""}'"
unsloth,unsloth/gemma-4-E2B-it-GGUF@UD-Q4_K_XL,,12000,11430,300,11730,25.5,11.8,-19454,True,
unsloth,unsloth/gemma-4-E2B-it-GGUF@UD-Q4_K_XL,,32000,30539,300,30839,27.6,10.9,3799,True,
unsloth,unsloth/gemma-4-E2B-it-GGUF@UD-Q4_K_XL,,64000,61702,300,62002,16.0,18.8,4049,True,
unsloth,unsloth/gemma-4-E2B-it-GGUF@UD-Q4_K_XL,,80000,77337,300,77637,12.5,23.9,4175,True,
unsloth,unsloth/gpt-oss-20b-GGUF@UD-Q4_K_XL,,12000,11243,181,11424,8.9,20.3,11747,True,
unsloth,unsloth/gpt-oss-20b-GGUF@UD-Q4_K_XL,,32000,30180,220,30400,14.0,15.7,12215,True,
unsloth,unsloth/gpt-oss-20b-GGUF@UD-Q4_K_XL,,64000,60580,237,60817,8.3,28.6,12965,True,
unsloth,unsloth/gpt-oss-20b-GGUF@UD-Q4_K_XL,,80000,75896,232,76128,6.4,36.1,13343,True,
llama_cpp,gemma-4-31B-it-UD-Q4_K_XL,,80000,,,,,,,,HTTP 500: Internal Server Error
llama_cpp,gemma-4-E2B-it-UD-Q4_K_XL,,12000,,,,,,,,<urlopen error [Errno 111] Connection refused>
llama_cpp,gemma-4-E2B-it-UD-Q4_K_XL,,32000,,,,,,,,<urlopen error [Errno 111] Connection refused>
llama_cpp,gemma-4-E2B-it-UD-Q4_K_XL,,64000,,,,,,,,<urlopen error [Errno 111] Connection refused>
llama_cpp,gemma-4-E2B-it-UD-Q4_K_XL,,80000,,,,,,,,<urlopen error [Errno 111] Connection refused>
llama_cpp,gpt-oss-20b-UD-Q4_K_XL,,12000,,,,,,,,<urlopen error [Errno 111] Connection refused>
llama_cpp,gpt-oss-20b-UD-Q4_K_XL,,32000,,,,,,,,<urlopen error [Errno 111] Connection refused>
llama_cpp,gpt-oss-20b-UD-Q4_K_XL,,64000,,,,,,,,<urlopen error [Errno 111] Connection refused>
llama_cpp,gpt-oss-20b-UD-Q4_K_XL,,80000,,,,,,,,<urlopen error [Errno 111] Connection refused>
ollama,paraphrase-multilingual:latest,,12000,,,,,,,,"HTTP 400: {""error"":""\""paraphrase-multilingual:latest\"" does not support chat""}"
ollama,paraphrase-multilingual:latest,,32000,,,,,,,,"HTTP 400: {""error"":""\""paraphrase-multilingual:latest\"" does not support chat""}"
ollama,paraphrase-multilingual:latest,,64000,,,,,,,,"HTTP 400: {""error"":""\""paraphrase-multilingual:latest\"" does not support chat""}"
ollama,paraphrase-multilingual:latest,,80000,,,,,,,,"HTTP 400: {""error"":""\""paraphrase-multilingual:latest\"" does not support chat""}"
ollama,nomic-embed-text:latest,,12000,,,,,,,,"HTTP 400: {""error"":""\""nomic-embed-text:latest\"" does not support chat""}"
ollama,nomic-embed-text:latest,,32000,,,,,,,,"HTTP 400: {""error"":""\""nomic-embed-text:latest\"" does not support chat""}"
ollama,nomic-embed-text:latest,,64000,,,,,,,,"HTTP 400: {""error"":""\""nomic-embed-text:latest\"" does not support chat""}"
ollama,nomic-embed-text:latest,,80000,,,,,,,,"HTTP 400: {""error"":""\""nomic-embed-text:latest\"" does not support chat""}"
unsloth,unsloth/gemma-4-31B-it-GGUF@UD-Q4_K_XL,,80000,,,,,,,,"Unsloth /api/inference/load failed (HTTP 500): '{""detail"":""Failed to load model: llama-server failed to start. Check that the GGUF file is valid and you have enough memory.""}'"
ollama,paraphrase-multilingual:latest,,12000,,,,,,,,"HTTP 400: {""error"":""\""paraphrase-multilingual:latest\"" does not support chat""}"
ollama,paraphrase-multilingual:latest,,32000,,,,,,,,"HTTP 400: {""error"":""\""paraphrase-multilingual:latest\"" does not support chat""}"
ollama,paraphrase-multilingual:latest,,64000,,,,,,,,"HTTP 400: {""error"":""\""paraphrase-multilingual:latest\"" does not support chat""}"
ollama,paraphrase-multilingual:latest,,80000,,,,,,,,"HTTP 400: {""error"":""\""paraphrase-multilingual:latest\"" does not support chat""}"
ollama,nomic-embed-text:latest,,12000,,,,,,,,"HTTP 400: {""error"":""\""nomic-embed-text:latest\"" does not support chat""}"
ollama,nomic-embed-text:latest,,32000,,,,,,,,"HTTP 400: {""error"":""\""nomic-embed-text:latest\"" does not support chat""}"
ollama,nomic-embed-text:latest,,64000,,,,,,,,"HTTP 400: {""error"":""\""nomic-embed-text:latest\"" does not support chat""}"
ollama,nomic-embed-text:latest,,80000,,,,,,,,"HTTP 400: {""error"":""\""nomic-embed-text:latest\"" does not support chat""}"
unsloth,unsloth/gemma-4-31B-it-GGUF@UD-Q4_K_XL,,80000,,,,,,,,"Unsloth /api/inference/load failed (HTTP 500): '{""detail"":""Failed to load model: llama-server failed to start. Check that the GGUF file is valid and you have enough memory.""}'"
